,td_error,s
620,-0.9979770206334069,-0.0029970011673867702
621,-1.9929850301193075,-0.0029970011673867702
622,-2.999967031129636,-0.0029970011673867702
623,-0.9999700299883261,-0.0029970011673867702
624,-0.9999700299883261,-0.0029970011673867702
625,-0.9999680511606857,-0.0029970011673867702
626,-0.9989730268204584,-0.0029970011673867702
627,-0.9999670611647888,-0.0029970011673867702
628,-0.9999700299883261,-0.0029970011673867702
629,-0.9999700299883261,-0.0029989799950271845
630,-0.9999700102000497,-0.0029989799950271845
631,-0.9999700102000497,-0.0029989799950271845
632,-0.995009989477694,-0.0029989799950271845
633,-3.0,0.0
634,-1.002968990195077,0.0
635,-0.99897004007129,-0.0029989799950271845
636,-0.9969800118799321,-0.0029989799950271845
637,-0.9989710291358642,-0.0029989799950271845
638,-0.9979789796727709,-0.0029989799950271845
639,-0.994014979340136,-0.0029989799950271845
640,-2.0,0.0
641,-1.0,0.0
642,-1.0,0.0
643,-1.0,0.0
644,-1.0,0.0
645,-1.0,0.0
646,-1.0,0.0
647,-1.0,0.0
648,-1.0,0.0
649,-0.9989999999525025,0.0
650,-1.0,0.0
651,-1.0,0.0
652,-1.0,0.0
653,-1.0,0.0
654,-1.0,0.0
655,-1.0,0.0
656,-1.0,0.0
657,-0.9989999999525025,0.0
658,-1.0,0.0
659,-0.9989999999525025,0.0
660,-1.0,0.0
661,-3.0,0.0
662,-1.0,0.0
663,-0.9989999999525025,0.0
664,-1.0,0.0
665,-1.0,0.0
666,-1.0,0.0
667,-1.0,0.0
668,-3.0,0.0
669,-3.0,0.0
670,-1.997999999905005,0.0
671,-1.0,0.0
672,-0.9980009999126196,0.0
673,-1.0,0.0
674,-1.997999999905005,0.0
675,-1.0,0.0
676,-0.9989999999525025,0.0
677,-0.9989999999525025,0.0
678,-0.9989999999525025,0.0
679,-2.0,0.0
680,-1.0,0.0
681,-2.0,0.0
682,-0.9989999999525025,0.0
683,-1.0,0.0
684,-1.0,0.0
685,-2.0,0.0
686,-3.0,0.0
687,-1.0,0.0
688,-1.0,0.0
689,-1.0,0.0
690,-2.0,0.0
691,-1.0,0.0
692,-1.0,0.0
693,-1.0,0.0
694,-2.0,0.0
695,-1.0,0.0
696,-1.0,0.0
697,-1.0,0.0
698,-1.0,0.0
699,-1.0,0.0
700,-1.0,0.0
701,-3.0,0.0
702,-1.0,0.0
703,-1.0,0.0
704,-1.0,0.0
705,-0.9989999999525025,0.0
706,-1.0,0.0
707,-1.0,0.0
708,-1.0,0.0
709,-1.0,0.0
710,-0.9989999999525025,0.0
711,-0.9989999999525025,0.0
712,-0.9989999999525025,0.0
713,-1.0,0.0
714,-2.0,0.0
715,-3.0,0.0
716,-3.0,0.0
717,-1.0,0.0
718,-0.9989999999525025,0.0
719,-1.0,0.0
720,-0.9989999999525025,0.0
721,-1.0,0.0
722,-1.0,0.0
723,-2.0,0.0
724,-0.9989999999525025,0.0
725,-1.0,0.0
726,-1.0,0.0
727,-1.0,0.0
728,-0.9989999999525025,0.0
729,-0.9980009999126196,0.0
730,-1.0,0.0
731,-3.0,0.0
732,-1.0,0.0
733,-1.0,0.0
734,-1.0,0.0
735,-1.0,0.0
736,-1.0,0.0
737,-1.0,0.0
738,-1.0,0.0
739,-1.0,0.0
740,-1.0,0.0
741,-1.0,0.0
742,-1.0,0.0
743,-1.0,0.0
744,-1.0,0.0
745,-1.0,0.0
746,-2.0,0.0
747,-1.0,0.0
748,-1.0,0.0
749,-1.0,0.0
750,-1.0,0.0
751,-1.0,0.0
752,-1.0,0.0
753,-3.0,0.0
754,-1.0,0.0
755,-1.0,0.0
756,-1.0,0.0
757,-1.0,0.0
758,-1.0,0.0
759,99.0,0.0989999994635582
760,-1.0,0.0
761,-1.0,0.0
762,-2.0,0.0
763,-1.0,0.0
764,-1.0,0.0
765,-1.0,0.0
766,-1.0,0.0
767,-1.0,0.0
768,-3.0,0.0
769,-2.0,0.0
770,-1.0,0.0
771,-3.0,0.0
772,-1.0,0.0
773,-1.0,0.0
774,-1.0,0.0
775,-1.0,0.0
776,-1.0,0.0
777,-1.0,0.0
778,-1.0,0.0
779,-2.0,0.0
780,-1.0,0.0
781,-3.0,0.0
782,-1.0,0.0
783,-1.0,0.0
784,-1.0,0.0
785,-1.0,0.0
786,-3.0,0.0
787,-0.9989999999525025,0.0
788,-1.0,0.0
789,-2.0,0.0
790,-1.0,0.0
791,-1.0,0.0
792,-1.0,0.0
793,-0.9989999999525025,0.0
794,-1.0,0.0
795,-0.9989999999525025,0.0
796,-1.0,0.0
797,-1.0,0.0
798,-3.0,0.0
799,-1.0,0.0
800,-1.0,0.0
801,-1.0,0.0
802,-1.0,0.0
803,-1.0,0.0
804,-1.0,0.0
805,-1.0,0.0
806,-2.0,0.0
807,-1.0,0.0
808,-2.0,0.0
809,-1.0,0.0
810,-1.0,0.0
811,-1.0,0.0
812,-1.0,0.0
813,-1.0,0.0
814,-0.9989999999525025,0.0
815,-1.0,0.0
816,-2.0,0.0
817,-0.9989999999525025,0.0
818,-1.0,0.0
819,-3.0,0.0
820,-1.0,0.0
821,-1.0,0.0
822,-1.0,0.0
823,-1.0,0.0
824,-1.0,0.0
825,-1.0,0.0
826,-0.9989999999525025,0.0
827,-2.0,0.0
828,-1.0,0.0
829,-1.0,0.0
830,-1.0,0.0
831,-1.0,0.0
832,-1.0,0.0
833,-1.0,0.0
834,-0.9989999999525025,0.0
835,-1.0,0.0
836,-3.0,0.0
837,-3.0,0.0
838,-1.0,0.0
839,-2.0,0.0
840,99.0,0.0989999994635582
841,-1.002968990195077,0.0
842,-0.9979770010779612,-0.0029989799950271845
843,-0.9979750229488127,-0.0029989799950271845
844,-0.998972019131761,-0.0029989799950271845
845,-0.9999700102000497,-0.0029989799950271845
846,-0.9979720580833964,-0.0029989799950271845
847,-0.9999700102000497,-0.0029989799950271845
848,-0.9999700102000497,-0.0029989799950271845
849,-0.9999700102000497,-0.002999969059601426
850,-2.9909859777684322,-0.002999969059601426
851,-0.996978027119767,-0.002999969059601426
852,-1.9989699892024508,-0.002999969059601426
853,-0.9989710211078637,-0.002999969059601426
854,-0.9999700003094041,-0.0029999699909240007
855,-0.9989759659557604,-0.0029999699909240007
856,-0.9989759659557604,-0.0029999699909240007
857,-0.9989720101631248,-0.0029999699909240007
858,-0.9979799597687089,-0.0029999699909240007
859,-2.9850149111053907,-0.0029999699909240007
860,-0.998972999227699,-0.0029999699909240007
861,-0.9999700003000909,-0.003994004335254431
862,-0.9999600599566474,-0.003994004335254431
863,-0.9989610837819054,-0.003994004335254431
864,-0.9999600599566474,-0.003994004335254431
865,-0.9960059956647456,-0.003994004335254431
866,-2.003954064291902,0.0
867,-0.9999541274318471,-0.003994004335254431
868,-0.9989571340428665,-0.003994004335254431
869,-0.99995511603076,-0.003994004335254431
870,-0.9989640537695958,-0.003994004335254431
871,-0.9989541733684018,-0.003994004335254431
872,-1.9979600619571283,-0.003994004335254431
873,-0.9999600599566474,-0.003994004335254431
874,-2.98897908647079,-0.003994004335254431
875,-0.9979552190797403,-0.003994004335254431
876,-0.9989600998396053,-0.003994004335254431
877,-1.999956064117141,-0.003994004335254431
878,-2.994963061255403,-0.003994004335254431
879,-0.9999590699607506,-0.003994004335254431
880,-0.9989561440469696,-0.003994004335254431
881,-0.9999551141681149,-0.003994004335254431
882,-0.9999600599566474,-0.003994004335254431
883,-0.9999600599566474,-0.003994004335254431
884,-0.9999600599566474,-0.003995983395725489
885,-0.9999600401660427,-0.003996971063315868
886,-0.9989620478358119,-0.003996971063315868
887,-0.9999600302893668,-0.003996971063315868
888,-0.9999600302893668,-0.003996971063315868
889,-0.9989610573742538,-0.003996971063315868
890,-0.9989660008344798,-0.003996971063315868
891,-0.9999600302893668,-0.003996971063315868
892,-0.9999600302893668,-0.003996971063315868
893,-0.9999570621643215,-0.003996971063315868
894,-0.9989600701723247,-0.003996971063315868
895,-0.9999570612329989,-0.003996971063315868
896,-0.9999600302893668,-0.0039980001747608185
897,-1.9999600199982526,-0.003998950123786926
898,-2.9800408143550157,-0.003998950123786926
899,-0.9989600573666393,-0.003998950123786926
900,-0.999960010498762,-0.003998950123786926
901,-0.9979630732908844,-0.003998950123786926
902,-0.9969730066135525,-0.003998950123786926
903,-0.999960010498762,-0.003998950123786926
904,-0.999960010498762,-0.003998950123786926
905,-0.994014979340136,-0.003998950123786926
906,-1.003958960622549,0.0
907,-0.999960010498762,-0.003999936860054731
908,-0.9999600006313996,-0.004990010522305965
909,-0.995009989477694,-0.004990010522305965
910,-1.003937141429633,0.0
911,-0.9999461459647865,-0.004990010522305965
912,-0.994014979340136,-0.004990010522305965
913,-1.004940110417083,0.0
914,-1.9969481482822449,-0.004990010522305965
915,-0.999950099894777,-0.004990010522305965
916,-0.9989442193601281,-0.004990010522305965
917,-0.999950099894777,-0.004990010522305965
918,-0.999950099894777,-0.004991990514099598
919,-0.9999451394286007,-0.004991990514099598
920,-0.9999500800948591,-0.004992977250367403
921,-0.9999441372370348,-0.004992977250367403
922,-0.9999500702274964,-0.004992980509996414
923,-0.998955063316971,-0.004992980509996414
924,-0.9989491349831223,-0.004992980509996414
925,-0.9999500701949,-0.0049939644522964954
926,-0.997957082199864,-0.0049939644522964954
927,-0.9969591248920187,-0.0049939644522964954
928,-0.9989540588250383,-0.0049939644522964954
929,-0.999950060355477,-0.0049939644522964954
930,-1.994955114289187,-0.0049939644522964954
931,-2.984003950110637,-0.0049939644522964954
932,-0.999950060355477,-0.0049939644522964954
933,-0.9999441278306767,-0.0049939644522964954
934,-1.9989460648177193,-0.0049939644522964954
935,-0.9999441278306767,-0.0049939644522964954
936,-0.999950060355477,-0.0049939644522964954
937,-0.999950060355477,-0.004995942115783691
938,-0.9999500405788422,-0.004995943047106266
939,-0.9999500401038677,-0.004995943047106266
940,-0.999950040569529,-0.004996931180357933
941,-0.9999480567499994,-0.004996931180357933
942,-0.9999500306881963,-0.004996931180357933
943,-2.981030795592815,-0.004996931180357933
944,-1.9969579632021488,-0.004996931180357933
945,-0.9989540375396608,-0.004996931180357933
946,-0.9999500306881963,-0.004996931180357933
947,-0.9989570014737545,-0.004996931180357933
948,-0.9989520566165446,-0.004996931180357933
949,-0.9999500306881963,-0.004996931180357933
950,-0.9999500306881963,-0.004996932111680508
951,-0.9999480525497346,-0.004996932111680508
952,-0.9989589730743318,-0.004996932111680508
953,-0.9999500306788831,-0.0049979193136096
954,-1.9969510345254093,-0.0049979193136096
955,-0.9979550752323121,-0.0049979193136096
956,-0.9989579797256738,-0.0049979193136096
957,-0.9999500208068639,-0.004998910240828991
958,-0.9989589546900242,-0.004998910240828991
959,-0.9979521204810589,-0.004998910240828991
960,-0.9989550068136304,-0.004998910240828991
961,-0.9989520447421818,-0.004998910240828991
